datetime,portfolio_value,cash,return
2024-02-13 09:30:00-05:00,100000.0,100000.0,
2024-02-14 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-15 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-16 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-17 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-20 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-21 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-22 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-23 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-24 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-26 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-27 09:30:00-05:00,100000.0,100000.0,0.0
2024-02-28 09:30:00-05:00,100000.0,100000.0,0.0
