datetime,portfolio_value,cash,return
2024-01-02 09:30:00-05:00,100000.0,100000.0,
2024-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2024-01-09 09:30:00-05:00,99631.91973876953,150122.0092163086,-0.0036808026123046345
2024-01-10 09:30:00-05:00,99386.88882446289,150122.0092163086,-0.00245936156754889
2024-01-11 09:30:00-05:00,99019.8796081543,150122.0092163086,-0.00369273272007542
2024-01-12 09:30:00-05:00,98993.1296081543,150122.0092163086,-0.00027014777341538565
2024-01-13 09:30:00-05:00,98993.1296081543,150122.0092163086,0.0
2024-01-16 09:30:00-05:00,99269.18817138672,150122.0092163086,0.0027886638630898464
2024-01-17 09:30:00-05:00,99637.26843261719,150122.0092163086,0.003707900386925589
2024-01-18 09:30:00-05:00,99054.72778320312,225141.39038085938,-0.00584661400877351
2024-01-19 09:30:00-05:00,98086.49200439453,225141.39038085938,-0.009774755839294547
2024-01-20 09:30:00-05:00,98086.49200439453,225141.39038085938,0.0
2024-01-22 09:30:00-05:00,96394.72778320312,225141.39038085938,-0.01724767790773485
2024-01-23 09:30:00-05:00,96394.72778320312,225141.39038085938,0.0
2024-01-24 09:30:00-05:00,95383.93103027344,225141.39038085938,-0.01048601698635454
2024-01-25 09:30:00-05:00,95445.11395263672,225141.39038085938,0.0006414384656034944
2024-01-26 09:30:00-05:00,95442.45135498047,225141.39038085938,-2.7896636569324507e-05
2024-01-27 09:30:00-05:00,95442.45135498047,225141.39038085938,0.0
2024-01-29 09:30:00-05:00,95405.2074584961,225141.39038085938,-0.00039022359501073023
2024-01-30 09:30:00-05:00,94652.43103027344,225141.39038085938,-0.007890307544796582
2024-01-31 09:30:00-05:00,95168.4716796875,225141.39038085938,0.005451953465928527
2024-02-01 09:30:00-05:00,96229.80908203125,225141.39038085938,0.011152195507730056
2024-02-02 09:30:00-05:00,94894.49200439453,225141.39038085938,-0.013876335102134818
2024-02-03 09:30:00-05:00,93742.93048095705,93742.93048095705,-0.012135177702243816
2024-02-05 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-06 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-07 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-08 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-09 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-10 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-12 09:30:00-05:00,93742.93048095705,93742.93048095705,0.0
2024-02-13 09:30:00-05:00,93118.76910400392,46632.949218750015,-0.006658223438832156
2024-02-14 09:30:00-05:00,93331.21002197267,46632.949218750015,0.0022813974026167916
2024-02-15 09:30:00-05:00,93566.21002197267,46632.949218750015,0.0025179144248175245
2024-02-16 09:30:00-05:00,93792.75036621095,46632.949218750015,0.0024211768776898346
2024-02-17 09:30:00-05:00,93792.75036621095,46632.949218750015,0.0
2024-02-20 09:30:00-05:00,93418.62933349611,46632.949218750015,-0.00398880543809732
2024-02-21 09:30:00-05:00,93202.43048095705,46632.949218750015,-0.002314301270330721
2024-02-22 09:30:00-05:00,94009.89013671876,46632.949218750015,0.00866350428411522
2024-02-23 09:30:00-05:00,94504.32818603517,46632.949218750015,0.005259425881652957
2024-02-24 09:30:00-05:00,94504.32818603517,46632.949218750015,0.0
2024-02-26 09:30:00-05:00,94413.14807128908,46632.949218750015,-0.0009648247492601847
2024-02-27 09:30:00-05:00,94262.75036621095,46632.949218750015,-0.0015929741582662027
2024-02-28 09:30:00-05:00,94133.96795654298,46632.949218750015,-0.0013662067907805886
2024-02-29 09:30:00-05:00,94391.52990722658,46632.949218750015,0.0027361212564893655
2024-03-01 09:30:00-05:00,94477.07025146486,46632.949218750015,0.0009062290262946693
2024-03-02 09:30:00-05:00,94477.07025146486,46632.949218750015,0.0
2024-03-04 09:30:00-05:00,94763.77197265626,46632.949218750015,0.003034616975614357
2024-03-05 09:30:00-05:00,94513.16650390626,23079.567871093765,-0.0026445282150895366
2024-03-06 09:30:00-05:00,94556.56616210939,23079.567871093765,0.00045919166406660494
2024-03-07 09:30:00-05:00,94919.16992187501,23079.567871093765,0.0038347813851866697
2024-03-08 09:30:00-05:00,95243.97094726564,23079.567871093765,0.0034218696355852174
2024-03-09 09:30:00-05:00,95243.97094726564,23079.567871093765,0.0
2024-03-11 09:30:00-04:00,94962.56958007814,23079.567871093765,-0.0029545320757710103
2024-03-12 09:30:00-04:00,95474.96582031251,23079.567871093765,0.005395770591509752
2024-03-13 09:30:00-04:00,95455.36376953126,23079.567871093765,-0.00020531089603259556
2024-03-14 09:30:00-04:00,94508.9666748047,23079.567871093765,-0.009914551234769364
2024-03-15 09:30:00-04:00,94508.9666748047,23079.567871093765,0.0
2024-03-16 09:30:00-04:00,94508.9666748047,23079.567871093765,0.0
2024-03-18 09:30:00-04:00,94780.57128906251,23079.567871093765,0.00287385021563491
2024-03-19 09:30:00-04:00,95287.37060546876,23079.567871093765,0.005347080203395471
